age,workclass,fnlwgt,education,martial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
30s,Private,7.0,Some-college,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,4.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Self-emp-inc,6.0,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,31.0,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,0.0,0.0,60.0,United-States,more-than-50K
50s,Private,15.0,Assoc-acdm,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,Poland,less-than-50K
40s,Private,5.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States,less-than-50K
20s,Private,12.0,10th,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
60s,unknown,9.0,1st-4th,Divorced,unknown,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
90s,Private,2.0,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,0.0,22.0,40.0,United-States,less-than-50K
50s,Private,8.0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,0.0,20.0,United-States,less-than-50K
50s,Local-gov,7.0,Preschool,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,35.0,United-States,less-than-50K
teens(10-20),Private,12.0,HS-grad,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
60s,unknown,1.0,10th,Divorced,unknown,Not-in-family,Amer-Indian-Eskimo,Female,0.0,0.0,10.0,United-States,less-than-50K
60s,Self-emp-not-inc,8.0,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,1.0,0.0,50.0,United-States,less-than-50K
70s,Private,15.0,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,20.0,Columbia,less-than-50K
60s,Private,8.0,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,26.0,11th,Separated,Transport-moving,Not-in-family,Black,Male,3.0,0.0,40.0,United-States,less-than-50K
40s,Private,6.0,HS-grad,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,38.0,United-States,less-than-50K
20s,Private,7.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,42.0,United-States,less-than-50K
30s,Private,5.0,Some-college,Divorced,Craft-repair,Other-relative,Other,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,3.0,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,55.0,United-States,more-than-50K
50s,State-gov,13.0,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,State-gov,8.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,less-than-50K
40s,Private,9.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,Iran,more-than-50K
30s,Local-gov,5.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,70.0,United-States,more-than-50K
20s,Private,5.0,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,17.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Self-emp-not-inc,9.0,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,20.0,United-States,less-than-50K
20s,State-gov,13.0,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,unknown,5.0,Some-college,Never-married,unknown,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,8.0,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0.0,17.0,40.0,United-States,less-than-50K
50s,Private,10.0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,35.0,unknown,less-than-50K
50s,Private,11.0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,more-than-50K
30s,Private,9.0,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,34.0,United-States,less-than-50K
40s,Private,10.0,Assoc-acdm,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,19.0,60.0,United-States,more-than-50K
40s,Private,7.0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,unknown,less-than-50K
40s,Private,5.0,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,more-than-50K
40s,Private,19.0,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Local-gov,8.0,10th,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,30.0,United-States,less-than-50K
teens(10-20),Local-gov,1.0,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,12.0,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,20.0,United-States,less-than-50K
40s,Self-emp-not-inc,15.0,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Cambodia,more-than-50K
20s,Private,5.0,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,8.0,HS-grad,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,less-than-50K
40s,Private,9.0,Assoc-voc,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,less-than-50K
50s,Private,10.0,7th-8th,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,7.0,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,4.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,less-than-50K
teens(10-20),Private,12.0,11th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,less-than-50K
50s,Private,7.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,4.0,0.0,40.0,United-States,less-than-50K
20s,Private,18.0,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-inc,12.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,75.0,Thailand,more-than-50K
teens(10-20),unknown,10.0,Some-college,Never-married,unknown,Own-child,White,Male,0.0,0.0,24.0,Canada,less-than-50K
60s,Private,1.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,9.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,less-than-50K
30s,Private,11.0,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,40.0,United-States,more-than-50K
60s,Private,3.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
teens(10-20),Private,9.0,9th,Never-married,Other-service,Own-child,White,Male,1.0,0.0,24.0,United-States,less-than-50K
50s,Self-emp-not-inc,1.0,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,2.0,0.0,98.0,United-States,less-than-50K
20s,Local-gov,10.0,Masters,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,35.0,United-States,less-than-50K
30s,Private,3.0,HS-grad,Divorced,Prof-specialty,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,23.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,8.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7.0,0.0,40.0,United-States,more-than-50K
30s,Private,9.0,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,9.0,Some-college,Never-married,Tech-support,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,13.0,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7.0,0.0,48.0,United-States,more-than-50K
20s,Private,1.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,15.0,Germany,less-than-50K
40s,Local-gov,4.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,5.0,0.0,40.0,United-States,more-than-50K
30s,Private,8.0,Assoc-acdm,Divorced,Sales,Unmarried,Black,Female,0.0,0.0,45.0,United-States,less-than-50K
60s,Private,8.0,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,42.0,United-States,less-than-50K
20s,Private,10.0,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Federal-gov,21.0,Masters,Married-civ-spouse,Sales,Husband,White,Male,15.0,0.0,40.0,United-States,more-than-50K
40s,Private,11.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
50s,Private,8.0,Some-college,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,18.0,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,9.0,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Ecuador,less-than-50K
30s,Private,10.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
30s,Private,6.0,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Local-gov,11.0,Bachelors,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,56.0,United-States,less-than-50K
20s,Private,11.0,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,12.0,Bachelors,Never-married,Tech-support,Unmarried,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,5.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,16.0,United-States,less-than-50K
30s,Self-emp-inc,2.0,Bachelors,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,60.0,United-States,less-than-50K
30s,unknown,7.0,Masters,Married-civ-spouse,unknown,Wife,Asian-Pac-Islander,Female,3.0,0.0,40.0,unknown,less-than-50K
20s,Private,13.0,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,8.0,HS-grad,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,80.0,United-States,less-than-50K
40s,Private,7.0,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,7.0,0.0,40.0,United-States,more-than-50K
20s,Private,7.0,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,25.0,United-States,less-than-50K
30s,Private,10.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,more-than-50K
50s,Private,11.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,4.0,0.0,40.0,United-States,more-than-50K
20s,Private,15.0,Some-college,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,0.0,40.0,Laos,less-than-50K
40s,Private,8.0,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,9.0,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,45.0,United-States,less-than-50K
40s,Private,4.0,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,33.0,United-States,less-than-50K
30s,Private,9.0,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Self-emp-inc,1.0,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,54.0,United-States,more-than-50K
20s,Private,2.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,7.0,Masters,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7.0,0.0,35.0,Taiwan,more-than-50K
teens(10-20),unknown,43.0,Some-college,Never-married,unknown,Own-child,Black,Female,0.0,0.0,25.0,United-States,less-than-50K
30s,Self-emp-not-inc,10.0,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,9.0,Some-college,Never-married,Sales,Own-child,White,Male,0.0,0.0,15.0,United-States,less-than-50K
20s,Private,9.0,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
70s,Self-emp-not-inc,6.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,19.0,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,40.0,Mexico,less-than-50K
20s,Private,21.0,Some-college,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,7.0,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,24.0,United-States,less-than-50K
30s,Self-emp-not-inc,8.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,2.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,14.0,50.0,United-States,less-than-50K
30s,Private,9.0,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,10.0,11th,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
70s,Self-emp-not-inc,8.0,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,10.0,United-States,less-than-50K
60s,Self-emp-not-inc,3.0,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,unknown,10.0,Assoc-voc,Never-married,unknown,Own-child,Black,Female,0.0,0.0,15.0,United-States,less-than-50K
40s,Private,9.0,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,18.0,50.0,United-States,more-than-50K
50s,Self-emp-not-inc,16.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,6.0,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,2.0,0.0,55.0,United-States,less-than-50K
40s,Private,10.0,Some-college,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,11.0,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,8.0,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Local-gov,4.0,10th,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,12.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
teens(10-20),Private,13.0,5th-6th,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,48.0,Mexico,less-than-50K
30s,Private,4.0,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,3.0,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,United-States,less-than-50K
teens(10-20),Private,5.0,HS-grad,Never-married,Sales,Unmarried,Black,Male,0.0,0.0,30.0,Haiti,less-than-50K
40s,Private,13.0,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,4.0,Assoc-acdm,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,14.0,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,7.0,0.0,40.0,United-States,more-than-50K
30s,State-gov,5.0,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,7.0,0.0,40.0,United-States,more-than-50K
30s,Private,4.0,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,0.0,20.0,United-States,less-than-50K
20s,State-gov,14.0,Some-college,Never-married,Protective-serv,Own-child,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-not-inc,12.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,42.0,United-States,less-than-50K
60s,unknown,1.0,11th,Married-civ-spouse,unknown,Husband,White,Male,0.0,0.0,8.0,United-States,less-than-50K
30s,unknown,7.0,Assoc-voc,Divorced,unknown,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,5.0,Assoc-acdm,Married-spouse-absent,Other-service,Not-in-family,White,Male,0.0,0.0,25.0,Iran,less-than-50K
30s,Private,7.0,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0.0,0.0,25.0,United-States,less-than-50K
30s,Private,5.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,9.0,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,5.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Local-gov,16.0,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,30.0,United-States,less-than-50K
50s,unknown,18.0,Bachelors,Married-civ-spouse,unknown,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Federal-gov,4.0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
60s,Private,8.0,11th,Widowed,Other-service,Unmarried,Other,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,4.0,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Private,5.0,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,35.0,United-States,less-than-50K
20s,Self-emp-not-inc,5.0,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Portugal,less-than-50K
30s,Private,17.0,10th,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,24.0,United-States,less-than-50K
60s,Private,13.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Private,9.0,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
40s,Private,8.0,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,15.0,45.0,United-States,more-than-50K
20s,Private,20.0,HS-grad,Married-spouse-absent,Sales,Not-in-family,White,Male,0.0,0.0,55.0,United-States,less-than-50K
20s,Private,4.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Self-emp-not-inc,9.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,18.0,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,15.0,United-States,less-than-50K
50s,Private,10.0,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,more-than-50K
30s,Private,24.0,HS-grad,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Federal-gov,9.0,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,15.0,United-States,less-than-50K
teens(10-20),Private,4.0,11th,Never-married,Other-service,Own-child,White,Male,0.0,0.0,10.0,United-States,less-than-50K
40s,State-gov,9.0,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,38.0,United-States,more-than-50K
40s,Private,12.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,8.0,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Local-gov,17.0,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,less-than-50K
30s,Private,13.0,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
