checking-account-status,duration-months,credit-history,purpose,credit-amount,saving-account-status,employment-status,disposable-income-percent,sex,other-debts,current-residence-time,property-type,age,installment-plans,housing,num-credit-lines,job-type,num-dependents,telephone,foreigner,label
no-account,15.0,existing-credit-paid-on-time,used-car,1300.0,unknown-nosavings,7+yr,4.0,male,none,4.0,unknown,45.0,bank,free,1.0,low-skill-employed,2.0,none,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,domestic-appliance,741.0,100-500DM,unemployed,4.0,female,none,3.0,insurance,22.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
200+DM,10.0,existing-credit-paid-on-time,new-car,1240.0,100-500DM,7+yr,1.0,female,none,4.0,unknown,48.0,none,free,1.0,unemployed(resident),2.0,none,yes,risky
owe-money,21.0,existing-credit-paid-on-time,radio-television,3357.0,1000+DM,<1yr,4.0,female,none,2.0,car,29.0,bank,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,used-car,3632.0,<100DM,1-4yr,1.0,female,guarantor,4.0,car,22.0,bank,rent,1.0,low-skill-employed,1.0,none,no,not-risky
no-account,18.0,day-in-paying-credit,furniture,1808.0,<100DM,4-7yr,4.0,female,none,1.0,real-estate,22.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,48.0,all-credit-paid-on-time,buisness,12204.0,unknown-nosavings,1-4yr,2.0,male,none,2.0,car,48.0,bank,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,60.0,day-in-paying-credit,radio-television,9157.0,unknown-nosavings,1-4yr,2.0,male,none,2.0,unknown,27.0,none,free,1.0,high-skill-employed,1.0,none,yes,not-risky
owe-money,6.0,critical-accounts,new-car,3676.0,<100DM,1-4yr,1.0,male,none,3.0,real-estate,37.0,none,rent,3.0,low-skill-employed,2.0,none,yes,not-risky
0-200DM,30.0,existing-credit-paid-on-time,furniture,3441.0,100-500DM,1-4yr,2.0,female,co-applicant,4.0,car,21.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
no-account,12.0,existing-credit-paid-on-time,new-car,640.0,<100DM,1-4yr,4.0,male,none,2.0,real-estate,49.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,21.0,critical-accounts,buisness,3652.0,<100DM,4-7yr,2.0,male,none,3.0,insurance,27.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,18.0,critical-accounts,new-car,1530.0,<100DM,1-4yr,3.0,male,none,2.0,insurance,32.0,bank,own,2.0,low-skill-employed,1.0,none,yes,risky
no-account,48.0,existing-credit-paid-on-time,buisness,3914.0,unknown-nosavings,1-4yr,4.0,male,none,2.0,real-estate,38.0,bank,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,12.0,existing-credit-paid-on-time,furniture,1858.0,<100DM,<1yr,4.0,female,none,1.0,car,22.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,radio-television,2600.0,<100DM,1-4yr,4.0,male,none,4.0,unknown,65.0,none,free,2.0,low-skill-employed,1.0,none,yes,risky
no-account,15.0,existing-credit-paid-on-time,radio-television,1979.0,unknown-nosavings,7+yr,4.0,male,none,2.0,car,35.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
200+DM,6.0,existing-credit-paid-on-time,furniture,2116.0,<100DM,1-4yr,2.0,male,none,2.0,real-estate,41.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,9.0,cur-ank-all-credit-paid-on-time,new-car,1437.0,100-500DM,4-7yr,2.0,male,none,3.0,unknown,29.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
no-account,42.0,critical-accounts,furniture,4042.0,500-1000DM,1-4yr,4.0,male,none,4.0,real-estate,36.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,9.0,existing-credit-paid-on-time,education,3832.0,unknown-nosavings,7+yr,1.0,male,none,4.0,real-estate,64.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,24.0,existing-credit-paid-on-time,radio-television,3660.0,<100DM,1-4yr,2.0,female,none,4.0,car,28.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,18.0,cur-ank-all-credit-paid-on-time,furniture,1553.0,<100DM,1-4yr,4.0,male,none,3.0,car,44.0,bank,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,15.0,existing-credit-paid-on-time,radio-television,1444.0,unknown-nosavings,<1yr,4.0,male,none,1.0,insurance,23.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,9.0,existing-credit-paid-on-time,furniture,1980.0,<100DM,<1yr,2.0,female,co-applicant,2.0,car,19.0,none,rent,2.0,low-skill-employed,1.0,none,yes,risky
0-200DM,24.0,existing-credit-paid-on-time,new-car,1355.0,<100DM,<1yr,3.0,female,none,4.0,car,25.0,none,own,1.0,unemployed(resident),1.0,yes,yes,risky
no-account,12.0,existing-credit-paid-on-time,education,1393.0,<100DM,7+yr,4.0,male,none,4.0,insurance,47.0,bank,own,3.0,low-skill-employed,2.0,yes,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,radio-television,1376.0,500-1000DM,4-7yr,4.0,female,none,1.0,car,28.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,60.0,day-in-paying-credit,radio-television,15653.0,<100DM,4-7yr,2.0,male,none,4.0,car,21.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,12.0,existing-credit-paid-on-time,radio-television,1493.0,<100DM,<1yr,4.0,female,none,3.0,car,34.0,none,own,1.0,low-skill-employed,2.0,none,yes,not-risky
owe-money,42.0,day-in-paying-credit,radio-television,4370.0,<100DM,4-7yr,3.0,male,none,2.0,insurance,26.0,bank,own,2.0,low-skill-employed,2.0,yes,yes,risky
owe-money,18.0,existing-credit-paid-on-time,education,750.0,<100DM,unemployed,4.0,female,none,1.0,real-estate,27.0,none,own,1.0,unemployed(non-resident),1.0,none,yes,risky
0-200DM,15.0,existing-credit-paid-on-time,repairs,1308.0,<100DM,7+yr,4.0,male,none,4.0,car,38.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
no-account,15.0,existing-credit-paid-on-time,education,4623.0,100-500DM,1-4yr,3.0,male,none,2.0,insurance,40.0,none,own,1.0,high-skill-employed,1.0,yes,yes,risky
no-account,24.0,critical-accounts,radio-television,1851.0,<100DM,4-7yr,4.0,male,guarantor,2.0,car,33.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,18.0,critical-accounts,radio-television,1880.0,<100DM,4-7yr,4.0,male,none,1.0,insurance,32.0,none,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,36.0,day-in-paying-credit,buisness,7980.0,unknown-nosavings,<1yr,4.0,male,none,4.0,car,27.0,none,rent,2.0,low-skill-employed,1.0,yes,yes,risky
owe-money,30.0,all-credit-paid-on-time,furniture,4583.0,<100DM,1-4yr,2.0,male,guarantor,2.0,real-estate,32.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,12.0,existing-credit-paid-on-time,new-car,1386.0,500-1000DM,1-4yr,2.0,female,none,2.0,insurance,26.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
200+DM,24.0,existing-credit-paid-on-time,new-car,947.0,<100DM,4-7yr,4.0,male,none,3.0,unknown,38.0,bank,free,1.0,low-skill-employed,2.0,none,yes,risky
owe-money,12.0,existing-credit-paid-on-time,education,684.0,<100DM,1-4yr,4.0,male,none,4.0,car,40.0,none,rent,1.0,unemployed(resident),2.0,none,yes,risky
owe-money,48.0,existing-credit-paid-on-time,education,7476.0,<100DM,4-7yr,4.0,male,none,1.0,unknown,50.0,none,free,1.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,furniture,1922.0,<100DM,1-4yr,4.0,male,none,2.0,insurance,37.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
owe-money,24.0,existing-credit-paid-on-time,new-car,2303.0,<100DM,7+yr,4.0,male,co-applicant,1.0,real-estate,45.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,36.0,day-in-paying-credit,new-car,8086.0,100-500DM,7+yr,2.0,male,none,4.0,car,42.0,none,own,4.0,high-skill-employed,1.0,yes,yes,risky
no-account,24.0,critical-accounts,used-car,2346.0,<100DM,4-7yr,4.0,male,none,3.0,car,35.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,14.0,existing-credit-paid-on-time,new-car,3973.0,<100DM,unemployed,1.0,male,none,4.0,unknown,22.0,none,free,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,new-car,888.0,<100DM,7+yr,4.0,male,none,4.0,car,41.0,bank,own,1.0,unemployed(resident),2.0,none,yes,risky
no-account,48.0,existing-credit-paid-on-time,radio-television,10222.0,unknown-nosavings,4-7yr,4.0,male,none,3.0,car,37.0,stores,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,30.0,all-credit-paid-on-time,buisness,4221.0,<100DM,1-4yr,2.0,female,none,1.0,car,28.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,18.0,critical-accounts,furniture,6361.0,<100DM,7+yr,2.0,male,none,1.0,unknown,41.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
200+DM,12.0,existing-credit-paid-on-time,radio-television,1297.0,<100DM,1-4yr,3.0,male,none,4.0,real-estate,23.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,new-car,900.0,unknown-nosavings,1-4yr,4.0,male,none,2.0,car,23.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
no-account,21.0,existing-credit-paid-on-time,furniture,2241.0,<100DM,7+yr,4.0,male,none,2.0,real-estate,50.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,6.0,day-in-paying-credit,furniture,1050.0,<100DM,unemployed,4.0,male,none,1.0,insurance,35.0,stores,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
200+DM,6.0,critical-accounts,education,1047.0,<100DM,1-4yr,2.0,female,none,4.0,insurance,50.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
no-account,24.0,critical-accounts,others,6314.0,<100DM,unemployed,4.0,male,co-applicant,2.0,unknown,27.0,bank,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,30.0,cur-ank-all-credit-paid-on-time,furniture,3496.0,1000+DM,1-4yr,4.0,male,none,2.0,car,34.0,stores,own,1.0,low-skill-employed,2.0,yes,yes,not-risky
no-account,48.0,cur-ank-all-credit-paid-on-time,buisness,3609.0,<100DM,1-4yr,1.0,female,none,1.0,real-estate,27.0,stores,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,12.0,critical-accounts,new-car,4843.0,<100DM,7+yr,3.0,male,co-applicant,4.0,insurance,43.0,none,rent,2.0,low-skill-employed,1.0,yes,yes,risky
200+DM,30.0,critical-accounts,radio-television,3017.0,<100DM,7+yr,4.0,male,none,4.0,insurance,47.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,critical-accounts,buisness,4139.0,100-500DM,1-4yr,3.0,male,none,3.0,insurance,27.0,none,own,2.0,unemployed(resident),1.0,yes,yes,not-risky
no-account,36.0,existing-credit-paid-on-time,buisness,5742.0,100-500DM,4-7yr,2.0,male,none,2.0,car,31.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,60.0,existing-credit-paid-on-time,new-car,10366.0,<100DM,7+yr,2.0,male,none,4.0,insurance,42.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,6.0,critical-accounts,new-car,2080.0,500-1000DM,1-4yr,1.0,male,none,2.0,car,24.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,21.0,day-in-paying-credit,buisness,2580.0,500-1000DM,<1yr,4.0,male,none,2.0,real-estate,41.0,bank,own,1.0,unemployed(resident),2.0,none,yes,risky
no-account,30.0,critical-accounts,radio-television,4530.0,<100DM,4-7yr,4.0,female,none,4.0,car,26.0,none,rent,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,24.0,critical-accounts,furniture,5150.0,<100DM,7+yr,4.0,male,none,4.0,car,33.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,72.0,existing-credit-paid-on-time,radio-television,5595.0,100-500DM,1-4yr,2.0,male,none,2.0,car,24.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,24.0,existing-credit-paid-on-time,radio-television,2384.0,<100DM,7+yr,4.0,male,none,4.0,real-estate,64.0,bank,rent,1.0,unemployed(resident),1.0,none,yes,not-risky
no-account,18.0,existing-credit-paid-on-time,radio-television,1453.0,<100DM,<1yr,3.0,female,none,1.0,real-estate,26.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,6.0,existing-credit-paid-on-time,education,1538.0,<100DM,<1yr,1.0,female,none,2.0,unknown,56.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,12.0,existing-credit-paid-on-time,radio-television,2279.0,unknown-nosavings,1-4yr,4.0,male,none,4.0,unknown,37.0,none,free,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,15.0,day-in-paying-credit,radio-television,1478.0,<100DM,1-4yr,4.0,male,none,3.0,real-estate,33.0,bank,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,critical-accounts,radio-television,5103.0,<100DM,<1yr,3.0,male,none,3.0,unknown,47.0,none,free,3.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,36.0,day-in-paying-credit,buisness,9857.0,100-500DM,4-7yr,1.0,male,none,3.0,insurance,31.0,none,own,2.0,unemployed(resident),2.0,yes,yes,not-risky
no-account,60.0,existing-credit-paid-on-time,new-car,6527.0,unknown-nosavings,1-4yr,4.0,male,none,4.0,unknown,34.0,none,free,1.0,low-skill-employed,2.0,yes,yes,not-risky
200+DM,10.0,critical-accounts,radio-television,1347.0,unknown-nosavings,4-7yr,4.0,male,none,2.0,insurance,27.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,36.0,day-in-paying-credit,new-car,2862.0,100-500DM,7+yr,4.0,male,none,3.0,unknown,30.0,none,free,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,9.0,existing-credit-paid-on-time,radio-television,2753.0,100-500DM,7+yr,3.0,male,co-applicant,4.0,car,35.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,new-car,3651.0,1000+DM,1-4yr,1.0,male,none,3.0,insurance,31.0,none,own,1.0,low-skill-employed,2.0,none,yes,not-risky
owe-money,15.0,critical-accounts,furniture,975.0,<100DM,1-4yr,2.0,male,none,3.0,insurance,25.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,15.0,existing-credit-paid-on-time,repairs,2631.0,100-500DM,1-4yr,3.0,female,none,2.0,real-estate,25.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,24.0,existing-credit-paid-on-time,radio-television,2896.0,100-500DM,<1yr,2.0,male,none,1.0,car,29.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,6.0,critical-accounts,new-car,4716.0,unknown-nosavings,<1yr,1.0,male,none,3.0,real-estate,44.0,none,own,2.0,unemployed(resident),2.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,radio-television,2284.0,<100DM,4-7yr,4.0,male,none,2.0,car,28.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,6.0,existing-credit-paid-on-time,used-car,1236.0,500-1000DM,1-4yr,2.0,male,none,4.0,insurance,50.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,12.0,existing-credit-paid-on-time,radio-television,1103.0,<100DM,4-7yr,4.0,male,guarantor,3.0,real-estate,29.0,none,own,2.0,low-skill-employed,1.0,none,no,not-risky
no-account,12.0,critical-accounts,new-car,926.0,<100DM,unemployed,1.0,female,none,2.0,insurance,38.0,none,own,1.0,unemployed(non-resident),1.0,none,yes,not-risky
no-account,18.0,critical-accounts,radio-television,1800.0,<100DM,1-4yr,4.0,male,none,2.0,car,24.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
200+DM,15.0,existing-credit-paid-on-time,education,1905.0,<100DM,7+yr,4.0,male,none,4.0,car,40.0,none,rent,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,12.0,existing-credit-paid-on-time,furniture,1123.0,500-1000DM,1-4yr,4.0,female,none,4.0,car,29.0,none,rent,1.0,unemployed(resident),1.0,none,yes,risky
owe-money,48.0,critical-accounts,used-car,6331.0,<100DM,7+yr,4.0,male,none,4.0,unknown,46.0,none,free,2.0,low-skill-employed,1.0,yes,yes,risky
200+DM,24.0,existing-credit-paid-on-time,radio-television,1377.0,100-500DM,7+yr,4.0,female,none,2.0,unknown,47.0,none,free,1.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,30.0,day-in-paying-credit,buisness,2503.0,100-500DM,7+yr,4.0,male,none,2.0,insurance,41.0,stores,own,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,27.0,existing-credit-paid-on-time,buisness,2528.0,<100DM,<1yr,4.0,female,none,1.0,insurance,32.0,none,own,1.0,low-skill-employed,2.0,yes,yes,not-risky
no-account,15.0,existing-credit-paid-on-time,new-car,5324.0,500-1000DM,7+yr,1.0,female,none,4.0,unknown,35.0,none,free,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,48.0,existing-credit-paid-on-time,new-car,6560.0,100-500DM,4-7yr,3.0,male,none,2.0,insurance,24.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,12.0,all-credit-paid-on-time,furniture,2969.0,<100DM,<1yr,4.0,female,none,3.0,insurance,25.0,none,rent,2.0,low-skill-employed,1.0,none,yes,risky
0-200DM,9.0,existing-credit-paid-on-time,radio-television,1206.0,<100DM,7+yr,4.0,female,none,4.0,real-estate,25.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,9.0,existing-credit-paid-on-time,radio-television,2118.0,<100DM,1-4yr,2.0,male,none,2.0,real-estate,37.0,none,own,1.0,unemployed(resident),2.0,none,yes,not-risky
no-account,18.0,critical-accounts,radio-television,629.0,500-1000DM,7+yr,4.0,male,none,3.0,insurance,32.0,bank,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,6.0,cur-ank-all-credit-paid-on-time,education,1198.0,<100DM,7+yr,4.0,female,none,4.0,unknown,35.0,none,free,1.0,low-skill-employed,1.0,none,yes,risky
no-account,21.0,existing-credit-paid-on-time,used-car,2476.0,unknown-nosavings,7+yr,4.0,male,none,4.0,real-estate,46.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,9.0,critical-accounts,radio-television,1138.0,<100DM,1-4yr,4.0,male,none,4.0,real-estate,25.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,60.0,existing-credit-paid-on-time,new-car,14027.0,<100DM,4-7yr,4.0,male,none,2.0,unknown,27.0,none,own,1.0,high-skill-employed,1.0,yes,yes,risky
no-account,30.0,critical-accounts,used-car,7596.0,unknown-nosavings,7+yr,1.0,male,none,4.0,car,63.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,30.0,critical-accounts,radio-television,3077.0,unknown-nosavings,7+yr,3.0,male,none,2.0,car,40.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
no-account,18.0,existing-credit-paid-on-time,radio-television,1505.0,<100DM,1-4yr,4.0,male,none,2.0,unknown,32.0,none,free,1.0,high-skill-employed,1.0,yes,yes,not-risky
200+DM,24.0,critical-accounts,radio-television,3148.0,unknown-nosavings,1-4yr,3.0,male,none,2.0,car,31.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,20.0,all-credit-paid-on-time,used-car,6148.0,100-500DM,7+yr,3.0,male,none,4.0,car,31.0,bank,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
200+DM,9.0,all-credit-paid-on-time,radio-television,1337.0,<100DM,<1yr,4.0,male,none,2.0,car,34.0,none,own,2.0,high-skill-employed,1.0,yes,yes,risky
0-200DM,6.0,cur-ank-all-credit-paid-on-time,education,433.0,1000+DM,<1yr,4.0,female,none,2.0,insurance,24.0,bank,rent,1.0,low-skill-employed,2.0,none,yes,risky
owe-money,12.0,existing-credit-paid-on-time,new-car,1228.0,<100DM,1-4yr,4.0,female,none,2.0,real-estate,24.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
0-200DM,9.0,existing-credit-paid-on-time,radio-television,790.0,500-1000DM,1-4yr,4.0,female,none,3.0,real-estate,66.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
no-account,27.0,existing-credit-paid-on-time,new-car,2570.0,<100DM,1-4yr,3.0,female,none,3.0,real-estate,21.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
no-account,6.0,critical-accounts,new-car,250.0,1000+DM,1-4yr,2.0,female,none,2.0,real-estate,41.0,bank,own,2.0,unemployed(resident),1.0,none,yes,not-risky
no-account,15.0,critical-accounts,radio-television,1316.0,500-1000DM,1-4yr,2.0,male,none,2.0,insurance,47.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,radio-television,1882.0,<100DM,1-4yr,4.0,female,none,4.0,car,25.0,bank,rent,2.0,low-skill-employed,1.0,none,yes,risky
0-200DM,48.0,cur-ank-all-credit-paid-on-time,buisness,6416.0,<100DM,7+yr,4.0,female,none,3.0,unknown,59.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
200+DM,24.0,critical-accounts,buisness,1275.0,1000+DM,1-4yr,2.0,male,none,4.0,real-estate,36.0,none,own,2.0,low-skill-employed,1.0,yes,yes,not-risky
0-200DM,24.0,day-in-paying-credit,radio-television,6403.0,<100DM,<1yr,1.0,male,none,2.0,car,33.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,24.0,existing-credit-paid-on-time,radio-television,1987.0,<100DM,1-4yr,2.0,male,none,4.0,real-estate,21.0,none,rent,1.0,unemployed(resident),2.0,none,yes,risky
0-200DM,8.0,existing-credit-paid-on-time,radio-television,760.0,<100DM,4-7yr,4.0,female,guarantor,2.0,real-estate,44.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,used-car,2603.0,1000+DM,1-4yr,2.0,female,none,4.0,car,28.0,none,rent,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,4.0,critical-accounts,new-car,3380.0,<100DM,4-7yr,1.0,female,none,1.0,real-estate,37.0,none,own,1.0,low-skill-employed,2.0,none,yes,not-risky
0-200DM,36.0,cur-ank-all-credit-paid-on-time,domestic-appliance,3990.0,unknown-nosavings,<1yr,3.0,female,none,2.0,unknown,29.0,bank,own,1.0,unemployed(non-resident),1.0,none,yes,not-risky
0-200DM,24.0,existing-credit-paid-on-time,used-car,11560.0,<100DM,1-4yr,1.0,female,none,4.0,car,23.0,none,rent,2.0,high-skill-employed,1.0,none,yes,risky
owe-money,18.0,existing-credit-paid-on-time,new-car,4380.0,100-500DM,1-4yr,3.0,male,none,4.0,car,35.0,none,own,1.0,unemployed(resident),2.0,yes,yes,not-risky
no-account,6.0,critical-accounts,new-car,6761.0,<100DM,4-7yr,1.0,male,none,3.0,unknown,45.0,none,own,2.0,high-skill-employed,2.0,yes,yes,not-risky
0-200DM,30.0,all-credit-paid-on-time,buisness,4280.0,100-500DM,1-4yr,4.0,female,none,4.0,car,26.0,none,rent,2.0,unemployed(resident),1.0,none,yes,risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,new-car,2325.0,100-500DM,4-7yr,2.0,male,none,3.0,car,32.0,bank,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,10.0,cur-ank-all-credit-paid-on-time,radio-television,1048.0,<100DM,1-4yr,4.0,male,none,4.0,real-estate,23.0,stores,own,1.0,unemployed(resident),1.0,none,yes,not-risky
no-account,21.0,existing-credit-paid-on-time,radio-television,3160.0,unknown-nosavings,7+yr,4.0,male,none,3.0,insurance,41.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,furniture,2483.0,500-1000DM,1-4yr,4.0,male,none,4.0,real-estate,22.0,stores,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,39.0,critical-accounts,furniture,14179.0,unknown-nosavings,4-7yr,4.0,male,none,4.0,insurance,30.0,none,own,2.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,13.0,critical-accounts,buisness,1797.0,<100DM,<1yr,3.0,male,none,1.0,insurance,28.0,bank,own,2.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,15.0,existing-credit-paid-on-time,new-car,2511.0,<100DM,unemployed,1.0,female,none,4.0,car,23.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,new-car,1274.0,<100DM,<1yr,3.0,female,none,1.0,real-estate,37.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
no-account,21.0,existing-credit-paid-on-time,used-car,5248.0,unknown-nosavings,1-4yr,1.0,male,none,3.0,car,26.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,15.0,existing-credit-paid-on-time,used-car,3029.0,<100DM,4-7yr,2.0,male,none,2.0,car,33.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,6.0,existing-credit-paid-on-time,furniture,428.0,<100DM,7+yr,2.0,female,none,1.0,insurance,49.0,bank,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,new-car,976.0,<100DM,<1yr,1.0,female,none,2.0,car,23.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
0-200DM,12.0,existing-credit-paid-on-time,buisness,841.0,100-500DM,4-7yr,2.0,female,none,4.0,real-estate,23.0,none,rent,1.0,unemployed(resident),1.0,none,yes,not-risky
no-account,30.0,critical-accounts,radio-television,5771.0,<100DM,4-7yr,4.0,female,none,2.0,car,25.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,12.0,day-in-paying-credit,repairs,1555.0,1000+DM,7+yr,4.0,male,none,4.0,unknown,55.0,none,free,2.0,low-skill-employed,2.0,none,yes,risky
owe-money,24.0,existing-credit-paid-on-time,new-car,1285.0,unknown-nosavings,4-7yr,4.0,female,none,4.0,unknown,32.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
200+DM,6.0,critical-accounts,new-car,1299.0,<100DM,1-4yr,1.0,male,none,1.0,real-estate,74.0,none,own,3.0,unemployed(non-resident),2.0,none,no,not-risky
200+DM,15.0,critical-accounts,radio-television,1271.0,unknown-nosavings,1-4yr,3.0,male,none,4.0,unknown,39.0,none,free,2.0,low-skill-employed,1.0,yes,yes,risky
no-account,24.0,existing-credit-paid-on-time,new-car,1393.0,<100DM,1-4yr,2.0,male,guarantor,2.0,real-estate,31.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,12.0,critical-accounts,new-car,691.0,<100DM,7+yr,4.0,male,none,3.0,insurance,35.0,none,own,2.0,low-skill-employed,1.0,none,yes,risky
no-account,15.0,critical-accounts,new-car,5045.0,unknown-nosavings,7+yr,1.0,female,none,4.0,car,59.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
